Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_4617,Construction,36,1074424.68,12,3.54,5,Hybrid,Senior,3,2,0.44,Closure,Unstable,0.49,0.35,0,6.84,Medium,New,2,Medium,0.12,0.81,Strong,Mixed,0.42,9.21,0.66,High,2.14,0,0.52,0.10,Senior PM,Optimizing,High,Poor,Moderate,Cost-Plus,Medium,Extreme,Strategic,Formal,Formal,Fully Colocated,Poor,11,2,0.81,Critical
PROJ_4618,Healthcare,20,119881.57,28,4.56,16,Scrum,Junior,1,1,1.46,Planning,Moderate,0.19,0.79,4,1.63,High,Familiar,3,Excellent,0.24,0.52,Weak,External,0.28,7.85,0.70,Critical,0.25,8,0.94,0.23,Senior PM,Optimizing,Strict,Poor,Poor,Cost-Plus,Medium,Extreme,First-time,Basic,None,Fully Remote,Good,3,10,0.96,Low
PROJ_4619,Manufacturing,49,1850980.01,20,9.03,16,Kanban,Mixed,0,4,0.35,Closure,Unstable,0.25,0.98,1,6.79,Medium,Expert,3,Excellent,0.53,1.20,Strong,Internal,0.98,2.78,0.41,High,0.99,0,0.53,0.59,Senior PM,Ad-hoc,High,Excellent,Poor,Fixed-Price,Medium,High,Strategic,Advanced,Formal,Fully Colocated,Poor,9,5,1.02,High
PROJ_4620,R&D,3,316706.73,13,3.88,3,Agile,Senior,0,1,2.07,Initiation,Stable,0.30,0.61,4,6.21,Critical,New,3,Medium,0.94,0.73,Moderate,Government,0.52,8.42,0.65,Medium,1.88,5,0.42,0.97,Mid-level PM,Defined,Strict,Poor,Moderate,Fixed-Price,Medium,Moderate,Occasional,Formal,Advanced,Fully Colocated,Good,11,3,1.10,Medium
PROJ_4621,Construction,41,1071689.11,5,4.26,6,Waterfall,Mixed,4,2,1.65,Planning,Stable,0.49,0.80,4,2.80,Low,Expert,2,High,0.33,1.01,Weak,Government,0.10,7.44,0.49,High,0.27,4,0.56,0.32,Mid-level PM,Defined,Low,Good,Moderate,Fixed-Price,High,High,Strategic,Basic,Basic,Hybrid,Poor,5,7,1.13,High
PROJ_4622,IT,35,1644314.78,17,8.20,11,Scrum,Senior,2,4,1.24,Initiation,Moderate,0.13,0.39,0,3.09,Low,New,3,Excellent,0.04,0.73,Strong,Mixed,0.97,9.68,0.94,Critical,2.99,9,0.93,0.03,Mid-level PM,Defined,Low,Excellent,Poor,Cost-Plus,Low,Low,First-time,Advanced,Basic,Fully Colocated,Basic,6,7,1.03,High
PROJ_4623,Construction,36,2936505.08,7,5.16,2,Kanban,Mixed,1,1,2.27,Planning,Moderate,0.07,0.69,1,5.08,Medium,New,4,Medium,0.93,0.95,Weak,Internal,0.25,8.55,0.79,High,0.01,5,0.43,0.43,Senior PM,Optimizing,Medium,Good,Stable,Fixed-Price,Low,Low,Occasional,Advanced,Formal,Fully Colocated,Poor,4,10,1.03,High
PROJ_4624,Construction,40,2307181.93,13,4.88,16,Hybrid,Senior,2,4,0.21,Planning,Moderate,0.43,0.32,2,6.98,High,Familiar,1,Excellent,0.96,0.42,Moderate,Internal,0.65,1.76,0.57,Critical,0.42,5,0.90,0.37,Junior PM,Optimizing,Medium,Excellent,Poor,Fixed-Price,High,Low,Regular,Advanced,Basic,Hybrid,Poor,9,3,0.86,High
PROJ_4625,IT,11,2132954.44,3,9.25,12,Agile,Junior,3,0,2.13,Initiation,Moderate,0.25,0.89,2,6.61,Critical,Expert,4,Medium,0.62,0.79,Moderate,Internal,0.93,8.87,0.74,Low,1.77,8,0.46,0.30,Mid-level PM,Optimizing,Medium,Good,Stable,Cost-Plus,High,High,Occasional,Basic,Basic,Fully Remote,Basic,1,1,0.97,Medium
PROJ_4626,Manufacturing,38,1364424.19,3,6.89,18,Scrum,Senior,1,2,0.33,Initiation,Unstable,0.31,0.32,2,2.17,High,New,3,Excellent,0.20,0.79,Strong,Internal,0.29,5.64,0.68,Low,0.99,7,0.70,0.43,Senior PM,Defined,Low,Moderate,Stable,Cost-Plus,Low,High,Occasional,Formal,None,Hybrid,Excellent,5,6,0.99,Medium
PROJ_4627,Manufacturing,7,1900591.17,6,1.91,11,Kanban,Mid-level,3,1,1.78,Execution,Stable,0.09,0.62,0,6.74,Medium,Expert,2,Low,0.95,0.54,Strong,Government,0.09,7.87,0.88,Medium,0.33,8,0.64,0.86,Senior PM,Managed,Low,Good,Moderate,Fixed-Price,High,High,Strategic,Formal,Advanced,Fully Remote,Basic,7,8,1.11,Low
PROJ_4628,Manufacturing,20,2619846.52,13,3.81,14,Waterfall,Mixed,0,0,2.30,Initiation,Unstable,0.46,0.56,0,6.86,High,New,3,Excellent,0.74,1.12,Moderate,Mixed,0.43,5.58,0.81,Medium,2.05,9,0.51,0.78,Senior PM,Optimizing,Strict,Poor,Moderate,Time & Materials,Low,Extreme,First-time,Formal,None,Fully Colocated,Basic,6,9,1.15,Critical
PROJ_4629,R&D,47,1264235.68,11,4.82,15,Hybrid,Mixed,2,4,2.62,Execution,Moderate,0.22,0.98,4,2.70,Critical,Expert,1,Medium,0.15,0.94,Weak,Internal,0.21,9.32,0.65,Medium,2.91,8,0.64,0.01,Mid-level PM,Optimizing,Medium,Poor,Moderate,Cost-Plus,Medium,High,Occasional,Basic,None,Fully Colocated,Good,9,5,0.85,Low
PROJ_4630,Construction,47,830430.68,31,6.69,16,Waterfall,Mixed,0,0,0.59,Initiation,Stable,0.57,0.92,4,1.22,Critical,Expert,3,High,0.65,1.11,Strong,Internal,0.36,6.81,0.88,High,0.18,3,0.88,0.48,Mid-level PM,Managed,Low,Good,Moderate,Cost-Plus,Low,Moderate,Occasional,Formal,None,Hybrid,Good,2,5,1.18,Medium
PROJ_4631,IT,19,514879.55,6,8.02,3,Waterfall,Mixed,1,0,1.06,Planning,Unstable,0.16,0.61,2,5.57,Critical,Expert,3,Low,0.67,0.82,Weak,External,0.11,7.37,0.88,High,1.18,0,0.74,0.06,Mid-level PM,Ad-hoc,Medium,Moderate,Stable,Time & Materials,Low,Low,Strategic,Formal,Formal,Hybrid,Good,11,4,1.14,Low
PROJ_4632,Manufacturing,21,1212991.66,25,8.59,16,Hybrid,Senior,2,2,0.34,Planning,Moderate,0.59,0.57,1,3.66,Medium,Familiar,3,Medium,0.76,0.98,Strong,Government,0.27,9.47,0.96,Low,2.77,8,0.51,0.00,Junior PM,Ad-hoc,Strict,Excellent,Moderate,Cost-Plus,High,Moderate,Strategic,Basic,None,Hybrid,Good,3,2,0.95,Critical
PROJ_4633,Healthcare,6,1011318.46,21,6.99,2,Agile,Junior,1,4,2.96,Closure,Moderate,0.17,0.93,4,6.12,Low,New,3,Excellent,0.41,1.01,Moderate,Mixed,0.97,4.52,0.47,Low,1.79,1,0.44,0.14,Mid-level PM,Ad-hoc,Medium,Moderate,Stable,Time & Materials,Low,High,Occasional,Basic,Basic,Fully Colocated,Basic,2,2,1.11,High
PROJ_4634,Manufacturing,16,2110015.62,3,1.14,11,Kanban,Senior,0,4,0.39,Planning,Stable,0.43,0.72,1,2.16,Low,Familiar,3,Excellent,0.65,1.11,Strong,External,0.41,3.35,0.33,Medium,1.40,7,0.62,0.78,Junior PM,Optimizing,High,Moderate,Stable,Cost-Plus,Low,High,Occasional,Formal,Basic,Hybrid,Excellent,10,11,1.05,High
PROJ_4635,R&D,16,696485.38,4,2.37,16,Agile,Mixed,3,1,0.92,Planning,Unstable,0.11,0.52,0,3.70,High,New,4,Low,0.50,0.83,Moderate,Mixed,0.63,5.82,0.74,High,1.94,7,0.78,0.82,Junior PM,Defined,Low,Excellent,Poor,Cost-Plus,Low,Moderate,Strategic,Advanced,Basic,Hybrid,Excellent,10,8,0.82,Low
PROJ_4636,R&D,34,268992.44,13,9.71,16,Agile,Mixed,4,1,0.70,Initiation,Stable,0.01,0.56,4,1.24,Critical,Expert,4,High,0.35,0.62,Strong,Mixed,0.86,4.65,0.58,Critical,2.60,1,0.55,0.68,Junior PM,Optimizing,Strict,Poor,Poor,Fixed-Price,Low,Extreme,Regular,Advanced,None,Fully Remote,Excellent,2,2,1.16,Medium
PROJ_4637,Manufacturing,10,1194067.93,35,2.92,5,Scrum,Junior,1,4,2.13,Initiation,Unstable,0.29,0.57,0,3.22,Critical,Expert,2,Medium,0.48,1.06,Weak,External,0.77,4.44,0.71,Critical,0.40,2,0.70,0.09,Junior PM,Defined,High,Poor,Stable,Fixed-Price,Medium,High,Occasional,Basic,Advanced,Hybrid,Good,1,5,1.19,Low
PROJ_4638,IT,18,493961.53,31,7.45,11,Kanban,Junior,4,1,1.90,Planning,Stable,0.36,0.39,4,6.66,Critical,Familiar,2,Low,0.15,1.18,Moderate,Government,0.70,8.81,0.96,High,0.99,8,0.82,0.26,Junior PM,Optimizing,Strict,Moderate,Moderate,Time & Materials,High,Low,Regular,Formal,Basic,Hybrid,Good,9,11,1.16,High
PROJ_4639,IT,8,2106471.35,6,9.54,4,Kanban,Senior,4,3,0.73,Planning,Unstable,0.46,0.39,4,1.62,Critical,Expert,2,Medium,0.45,0.76,Strong,Government,0.64,6.90,0.82,Low,1.62,1,0.81,0.31,Junior PM,Optimizing,Low,Poor,Moderate,Cost-Plus,Medium,Extreme,Occasional,Formal,None,Fully Remote,Basic,9,7,0.97,Critical
PROJ_4640,Manufacturing,24,2581410.79,30,5.42,15,Agile,Mid-level,1,2,1.03,Planning,Unstable,0.45,0.45,4,2.54,Medium,Familiar,3,High,0.22,0.89,Moderate,Internal,0.37,5.83,0.89,Medium,0.49,0,0.47,0.56,Senior PM,Defined,High,Moderate,Stable,Fixed-Price,High,Moderate,First-time,Formal,Basic,Fully Colocated,Poor,1,7,1.10,Critical
PROJ_4641,R&D,24,2096284.08,10,5.11,19,Kanban,Junior,3,1,1.37,Initiation,Moderate,0.05,0.52,3,5.68,Medium,New,4,Excellent,0.91,0.30,Strong,External,0.51,4.81,0.80,High,1.71,3,0.96,0.19,Mid-level PM,Managed,Strict,Good,Poor,Time & Materials,High,Extreme,First-time,Formal,None,Fully Remote,Basic,3,8,1.07,Low
PROJ_4642,Healthcare,17,736355.58,29,9.62,12,Scrum,Mixed,4,1,1.12,Initiation,Moderate,0.55,0.51,2,2.45,Low,Familiar,3,Excellent,0.55,0.97,Moderate,Internal,0.41,4.66,0.86,Medium,0.23,7,0.91,0.53,Senior PM,Optimizing,Medium,Poor,Moderate,Fixed-Price,Low,Extreme,Occasional,Basic,Formal,Hybrid,Excellent,2,5,1.15,High
PROJ_4643,Construction,44,709846.71,6,9.75,13,Kanban,Mixed,4,3,2.10,Execution,Unstable,0.47,0.98,0,6.00,Critical,New,1,Low,0.79,0.50,Strong,Government,0.56,2.19,0.91,High,1.98,0,0.43,0.82,Junior PM,Ad-hoc,Medium,Good,Poor,Cost-Plus,Low,High,First-time,Formal,Advanced,Hybrid,Basic,4,4,0.86,Critical
PROJ_4644,Manufacturing,3,370981.30,31,4.95,12,Hybrid,Junior,2,0,0.05,Planning,Stable,0.57,0.65,0,5.97,Medium,New,1,High,0.62,1.06,Weak,Government,0.23,2.65,0.83,Low,1.65,0,0.86,0.25,Junior PM,Defined,High,Excellent,Poor,Fixed-Price,Medium,High,First-time,Basic,None,Fully Remote,Excellent,6,8,1.08,Medium
PROJ_4645,Healthcare,37,2182433.99,21,2.21,6,Scrum,Senior,4,1,1.55,Initiation,Stable,0.00,0.65,3,2.39,High,Expert,3,Medium,0.62,1.05,Moderate,Mixed,0.10,6.11,0.59,Low,2.68,4,0.73,0.83,Junior PM,Managed,Low,Good,Stable,Time & Materials,Medium,Extreme,First-time,Basic,Advanced,Fully Remote,Basic,2,2,0.95,Low
PROJ_4646,IT,10,2106920.27,4,7.14,3,Waterfall,Mixed,2,4,1.77,Closure,Stable,0.51,0.69,1,5.51,High,Expert,1,Excellent,0.50,0.87,Strong,External,0.48,1.95,0.65,Low,0.59,0,0.64,0.62,Mid-level PM,Optimizing,High,Good,Poor,Fixed-Price,High,Low,First-time,Advanced,None,Fully Colocated,Good,3,4,0.98,High
PROJ_4647,IT,12,2333825.78,33,4.11,11,Kanban,Mid-level,2,4,2.01,Planning,Unstable,0.06,0.40,0,5.58,Medium,Expert,3,Excellent,0.81,0.46,Strong,Mixed,0.05,9.78,0.37,High,2.63,9,0.76,0.51,Senior PM,Defined,Medium,Poor,Stable,Time & Materials,Low,Extreme,First-time,Basic,Advanced,Hybrid,Basic,2,5,1.14,High
PROJ_4648,Construction,23,1679105.20,16,1.04,2,Scrum,Mid-level,4,1,0.80,Planning,Moderate,0.46,0.76,2,4.85,Critical,Familiar,1,Excellent,0.27,0.87,Weak,External,0.56,6.56,1.00,High,1.14,5,0.49,0.24,Senior PM,Optimizing,Low,Moderate,Stable,Cost-Plus,High,High,Occasional,Basic,Basic,Fully Colocated,Basic,9,9,0.96,High
PROJ_4649,Healthcare,23,2413249.67,31,7.02,19,Waterfall,Junior,2,0,0.83,Closure,Stable,0.49,0.41,3,3.61,Critical,New,2,Medium,0.80,0.80,Strong,External,0.37,7.01,0.59,Low,1.80,2,0.66,0.28,Mid-level PM,Optimizing,Medium,Moderate,Moderate,Time & Materials,Medium,High,Occasional,Basic,Basic,Fully Colocated,Excellent,9,11,1.05,Critical
PROJ_4650,R&D,20,2310955.02,22,7.44,2,Kanban,Mid-level,2,2,2.07,Planning,Stable,0.32,0.77,0,3.33,Medium,Expert,2,High,0.17,0.58,Moderate,Internal,0.32,3.17,0.57,Low,1.19,9,0.87,0.65,Mid-level PM,Defined,High,Excellent,Stable,Time & Materials,High,High,Regular,Basic,Formal,Fully Colocated,Poor,7,1,1.11,High
PROJ_4651,R&D,35,2650392.28,5,2.09,5,Agile,Mixed,4,2,2.43,Planning,Moderate,0.37,0.88,0,6.79,Low,Expert,4,Excellent,0.45,0.79,Moderate,Mixed,0.20,5.24,0.55,High,2.97,3,0.41,0.89,Junior PM,Managed,Strict,Good,Poor,Fixed-Price,Medium,Extreme,Strategic,Formal,Formal,Hybrid,Excellent,3,4,1.09,Medium
PROJ_4652,Healthcare,45,1454135.44,31,4.83,19,Hybrid,Mid-level,0,4,1.83,Initiation,Unstable,0.40,0.45,1,5.68,Medium,Familiar,3,Medium,0.02,0.90,Strong,Mixed,0.03,4.24,0.77,Low,2.68,3,0.71,0.61,Senior PM,Optimizing,Low,Excellent,Stable,Time & Materials,Low,Moderate,Occasional,Formal,Formal,Fully Remote,Basic,2,2,1.13,High
PROJ_4653,IT,39,498311.03,23,8.90,14,Kanban,Senior,0,2,0.00,Closure,Moderate,0.27,0.79,2,4.12,High,Expert,1,Low,0.88,0.65,Moderate,Internal,0.04,4.09,0.79,Medium,2.23,7,0.73,0.06,Mid-level PM,Managed,Medium,Moderate,Poor,Cost-Plus,High,Extreme,Occasional,Basic,Basic,Fully Colocated,Basic,4,7,1.12,Low
PROJ_4654,R&D,29,2669055.67,26,1.10,17,Agile,Mid-level,2,1,0.20,Planning,Stable,0.13,0.51,3,1.49,Critical,Familiar,4,Low,0.67,0.64,Strong,External,0.17,3.72,0.55,High,1.11,5,0.79,0.59,Mid-level PM,Ad-hoc,Low,Moderate,Moderate,Time & Materials,Low,High,Regular,Basic,None,Fully Colocated,Good,5,4,1.14,Low
PROJ_4655,IT,6,1372197.87,28,1.30,15,Kanban,Senior,0,2,1.68,Closure,Moderate,0.43,0.54,2,5.94,Low,Familiar,2,Medium,0.34,1.05,Moderate,Internal,0.64,5.57,0.59,High,1.26,5,0.81,0.16,Junior PM,Managed,High,Excellent,Moderate,Time & Materials,Medium,Low,Regular,Advanced,Advanced,Hybrid,Good,4,8,1.10,Medium
PROJ_4656,R&D,23,1624256.22,29,2.27,17,Waterfall,Mixed,0,0,2.98,Planning,Stable,0.22,0.68,1,5.29,Low,Expert,3,Medium,0.27,0.56,Strong,Mixed,0.85,5.12,0.83,Low,0.24,1,0.86,0.27,Senior PM,Optimizing,High,Moderate,Moderate,Fixed-Price,High,Extreme,Occasional,Basic,Formal,Fully Remote,Poor,10,9,0.91,Low
PROJ_4657,Manufacturing,27,470655.93,5,6.53,6,Waterfall,Mixed,1,1,0.82,Closure,Moderate,0.43,0.37,3,1.09,Low,Expert,4,Low,0.19,1.15,Weak,Mixed,0.42,1.86,0.68,Critical,0.32,8,0.83,0.77,Senior PM,Optimizing,Strict,Poor,Stable,Time & Materials,Low,Extreme,Occasional,Basic,Formal,Hybrid,Good,7,4,0.93,Critical
PROJ_4658,Construction,24,1887279.89,10,4.62,18,Kanban,Mixed,4,1,2.70,Execution,Unstable,0.03,0.75,3,5.78,Medium,New,2,Excellent,0.24,1.13,Moderate,Mixed,0.73,3.80,0.39,High,0.21,6,0.97,0.44,Junior PM,Managed,Low,Moderate,Stable,Cost-Plus,Medium,High,Occasional,Formal,None,Fully Colocated,Poor,6,9,1.08,Low
PROJ_4659,Construction,5,2627089.22,34,4.32,18,Waterfall,Mid-level,1,1,0.11,Closure,Moderate,0.47,0.54,4,3.83,Medium,Expert,2,Low,0.14,0.40,Moderate,Government,0.29,6.58,0.52,Critical,2.23,6,0.40,0.15,Mid-level PM,Managed,Low,Moderate,Poor,Cost-Plus,Medium,Low,Occasional,Formal,None,Fully Remote,Excellent,1,5,1.05,Medium
PROJ_4660,Construction,28,375057.85,34,8.78,13,Kanban,Senior,1,2,0.93,Planning,Moderate,0.58,0.94,2,3.83,Low,Expert,4,High,0.48,1.11,Weak,Government,0.12,9.51,0.96,Medium,1.73,4,0.46,0.64,Senior PM,Ad-hoc,Medium,Poor,Stable,Fixed-Price,Medium,Moderate,Occasional,Formal,Advanced,Fully Colocated,Poor,11,6,1.13,Critical
PROJ_4661,R&D,33,2177558.98,6,5.75,15,Scrum,Mid-level,1,2,0.57,Planning,Moderate,0.20,0.69,0,6.70,High,New,1,Excellent,0.04,0.58,Strong,External,0.53,2.02,0.90,Medium,2.08,0,0.52,0.54,Junior PM,Managed,Strict,Good,Stable,Fixed-Price,Low,High,Regular,Advanced,None,Fully Remote,Excellent,7,3,0.82,Low
PROJ_4662,Healthcare,42,1275915.85,20,4.71,14,Agile,Mixed,0,3,2.54,Planning,Moderate,0.08,0.95,2,5.61,Low,Familiar,4,Excellent,0.66,0.43,Strong,Government,0.34,4.22,0.97,Critical,0.22,1,0.68,0.00,Junior PM,Ad-hoc,Low,Excellent,Poor,Fixed-Price,Low,Moderate,Regular,Basic,Formal,Fully Remote,Poor,8,10,0.91,Low
PROJ_4663,Manufacturing,39,1099892.04,23,2.24,8,Hybrid,Junior,2,2,0.28,Closure,Moderate,0.08,0.69,4,1.91,Critical,New,4,High,0.66,1.15,Moderate,Government,0.31,4.09,0.41,High,0.21,1,0.62,0.72,Mid-level PM,Ad-hoc,High,Good,Stable,Cost-Plus,Low,Extreme,Regular,Basic,Advanced,Fully Remote,Excellent,4,2,0.96,Low
PROJ_4664,IT,25,714106.01,35,6.93,7,Kanban,Junior,0,1,1.04,Closure,Unstable,0.32,0.46,0,5.60,Low,New,3,Medium,0.47,0.69,Moderate,Government,0.28,2.94,0.88,Low,0.69,7,0.74,0.85,Mid-level PM,Managed,High,Moderate,Stable,Fixed-Price,Low,High,Regular,Advanced,None,Fully Colocated,Poor,1,11,1.17,High
PROJ_4665,Manufacturing,38,430035.16,27,8.60,6,Waterfall,Senior,2,2,2.72,Initiation,Moderate,0.58,0.77,0,3.86,High,New,4,Low,0.64,0.44,Strong,Internal,0.62,8.40,0.46,Low,2.35,5,0.99,0.35,Junior PM,Managed,Strict,Poor,Poor,Time & Materials,High,Low,Strategic,Advanced,Basic,Hybrid,Poor,3,9,1.17,High
PROJ_4666,Manufacturing,9,1452996.68,32,4.44,13,Waterfall,Mid-level,2,1,0.27,Initiation,Unstable,0.48,0.85,2,1.97,Low,Expert,2,Low,0.38,0.92,Moderate,Internal,0.95,3.08,0.32,Low,2.79,9,0.87,0.38,Mid-level PM,Optimizing,Strict,Excellent,Moderate,Cost-Plus,Medium,Moderate,Regular,Formal,Advanced,Fully Remote,Good,3,4,1.07,Medium
PROJ_4667,IT,4,2371174.55,18,3.44,15,Waterfall,Senior,2,2,1.20,Execution,Stable,0.52,0.91,0,5.72,Medium,Familiar,4,Low,0.94,0.95,Strong,Internal,0.40,5.92,0.72,Medium,2.91,8,0.66,0.13,Senior PM,Ad-hoc,High,Good,Stable,Time & Materials,Medium,Low,First-time,Formal,Basic,Fully Colocated,Excellent,9,11,1.02,Medium
PROJ_4668,Construction,39,1456673.30,13,5.36,15,Kanban,Mixed,1,1,1.15,Closure,Stable,0.08,0.95,4,6.71,High,New,1,Medium,0.71,0.33,Strong,External,0.74,6.73,0.63,High,0.38,7,0.44,0.01,Mid-level PM,Defined,High,Poor,Moderate,Time & Materials,High,Moderate,First-time,Advanced,Advanced,Hybrid,Good,6,10,1.03,Low
PROJ_4669,Manufacturing,5,2979221.35,31,3.56,10,Scrum,Mixed,0,0,1.52,Planning,Unstable,0.49,0.56,1,5.07,Critical,Familiar,1,Excellent,0.10,1.07,Weak,Internal,0.54,5.81,0.39,Medium,0.41,4,0.92,0.53,Mid-level PM,Managed,Strict,Good,Moderate,Time & Materials,Medium,Extreme,Regular,Basic,Formal,Fully Colocated,Good,9,2,1.09,High
PROJ_4670,Construction,9,976573.18,27,5.04,11,Hybrid,Mid-level,2,1,0.52,Initiation,Stable,0.52,0.54,2,1.16,Critical,Familiar,3,Medium,0.61,0.36,Weak,Internal,0.65,8.74,0.93,Low,1.43,0,0.81,0.93,Junior PM,Ad-hoc,Strict,Moderate,Stable,Fixed-Price,Medium,High,Occasional,Advanced,Basic,Fully Remote,Poor,1,7,0.83,High
PROJ_4671,R&D,44,964870.40,6,6.79,3,Kanban,Senior,2,2,1.88,Initiation,Unstable,0.58,0.64,3,6.23,Critical,Expert,1,Excellent,0.28,0.82,Moderate,Government,0.53,7.86,0.72,Low,0.88,9,0.65,0.13,Junior PM,Ad-hoc,Strict,Poor,Moderate,Time & Materials,Low,Moderate,Occasional,Basic,Formal,Fully Remote,Good,1,8,1.11,Medium
PROJ_4672,R&D,33,2317600.28,19,6.19,2,Scrum,Mid-level,2,1,2.66,Initiation,Moderate,0.04,0.92,2,6.08,Low,Expert,2,Excellent,0.37,0.98,Weak,Internal,0.64,1.74,0.65,Medium,1.97,1,0.92,0.08,Mid-level PM,Optimizing,Strict,Moderate,Moderate,Cost-Plus,Medium,Extreme,Regular,Basic,Advanced,Fully Colocated,Excellent,9,10,0.96,Low
PROJ_4673,Construction,5,2650526.17,3,3.32,19,Hybrid,Mixed,3,3,1.40,Planning,Moderate,0.28,0.98,0,4.42,Critical,Familiar,3,Excellent,0.47,1.15,Moderate,External,0.25,6.72,0.65,High,1.22,3,0.79,0.76,Senior PM,Managed,Strict,Moderate,Poor,Cost-Plus,Medium,Moderate,Strategic,Advanced,None,Fully Remote,Poor,6,10,1.04,Low
PROJ_4674,Manufacturing,49,724850.55,7,9.72,10,Agile,Mixed,2,3,1.24,Execution,Unstable,0.29,0.31,2,6.34,Medium,Expert,4,High,0.19,0.80,Weak,Mixed,0.09,4.54,0.37,High,0.23,7,0.55,0.41,Junior PM,Ad-hoc,Strict,Moderate,Stable,Cost-Plus,Medium,Low,Strategic,Formal,None,Fully Remote,Excellent,3,9,1.15,High
PROJ_4675,R&D,30,671690.88,14,1.19,11,Agile,Junior,0,4,2.54,Closure,Unstable,0.56,0.94,1,1.22,Critical,Familiar,2,Excellent,0.26,0.89,Moderate,Mixed,0.08,3.37,0.41,Medium,2.55,8,0.62,0.24,Junior PM,Ad-hoc,Medium,Excellent,Poor,Cost-Plus,Low,Moderate,First-time,Advanced,Formal,Fully Colocated,Basic,4,1,1.01,High
PROJ_4676,Construction,44,2380813.68,23,2.01,12,Kanban,Mixed,2,0,2.98,Closure,Unstable,0.23,0.60,4,5.76,High,New,4,Low,0.25,0.73,Weak,External,0.56,9.28,0.94,High,0.24,8,0.74,0.51,Mid-level PM,Optimizing,Low,Moderate,Moderate,Cost-Plus,Medium,Extreme,First-time,Basic,Advanced,Fully Remote,Excellent,3,10,0.88,Medium
PROJ_4677,Healthcare,9,925142.00,23,7.38,6,Waterfall,Junior,4,0,1.71,Closure,Stable,0.33,0.32,4,6.95,Low,New,4,Medium,0.47,1.12,Weak,Government,0.30,1.87,0.50,High,2.60,0,0.85,0.30,Mid-level PM,Ad-hoc,Strict,Excellent,Moderate,Fixed-Price,Medium,Moderate,Regular,Advanced,Advanced,Hybrid,Excellent,1,5,1.20,High
PROJ_4678,Healthcare,23,2453279.43,33,3.41,4,Hybrid,Mixed,1,0,1.29,Closure,Moderate,0.54,0.58,4,1.38,Medium,Familiar,4,High,0.64,0.52,Strong,Government,0.03,6.07,0.79,High,2.02,4,0.81,0.39,Junior PM,Optimizing,High,Moderate,Poor,Time & Materials,Medium,Extreme,First-time,Advanced,Basic,Fully Remote,Excellent,2,8,1.18,Medium
PROJ_4679,R&D,39,2604155.86,12,9.94,2,Agile,Junior,4,0,0.90,Initiation,Moderate,0.29,0.92,0,3.21,Critical,Familiar,4,Low,0.77,0.62,Strong,Government,0.82,6.62,0.74,High,1.73,0,0.41,0.69,Senior PM,Optimizing,Strict,Good,Moderate,Time & Materials,High,Low,Strategic,Basic,Formal,Fully Remote,Excellent,10,3,0.91,Medium
PROJ_4680,Construction,40,474578.25,18,7.51,12,Agile,Senior,0,3,2.98,Execution,Unstable,0.59,0.50,4,3.05,Low,Familiar,2,Medium,0.98,0.43,Weak,External,0.63,9.34,0.86,Medium,1.02,6,0.42,0.65,Senior PM,Defined,Medium,Good,Stable,Fixed-Price,Medium,Extreme,Regular,Advanced,Basic,Fully Colocated,Excellent,2,9,0.87,Critical
PROJ_4681,R&D,44,902430.87,13,9.72,4,Hybrid,Mid-level,2,4,1.86,Planning,Moderate,0.17,0.92,4,1.85,Critical,Familiar,1,Excellent,0.09,0.33,Strong,Mixed,0.21,3.08,0.88,High,2.62,9,0.56,0.60,Junior PM,Defined,Medium,Moderate,Poor,Fixed-Price,Low,Extreme,Occasional,Formal,Advanced,Fully Colocated,Excellent,7,11,1.05,Medium
PROJ_4682,Healthcare,34,1433623.17,13,5.28,6,Agile,Mixed,0,0,2.06,Closure,Stable,0.26,0.51,3,1.15,Medium,New,4,Excellent,0.36,0.78,Moderate,Internal,0.58,9.41,0.79,Medium,0.58,0,0.88,0.45,Junior PM,Ad-hoc,Strict,Moderate,Moderate,Time & Materials,Medium,Low,First-time,Advanced,Basic,Fully Colocated,Basic,6,6,0.94,Low
PROJ_4683,IT,47,1573275.89,25,6.44,8,Waterfall,Mid-level,2,0,1.09,Initiation,Unstable,0.31,0.33,3,2.86,Low,Expert,1,High,0.75,0.71,Moderate,Mixed,0.79,7.75,0.35,Low,1.55,7,0.68,0.87,Mid-level PM,Managed,Low,Poor,Poor,Time & Materials,Medium,Moderate,Occasional,Advanced,Basic,Hybrid,Good,2,4,1.01,High
